Text,Love,Happy,Suprise,Anger/Upset,Sadness,Fear,lol,Confusion,Amusment/Interest?,Excitement,Thoughtful,Proud,Thankful,Frustrated,Sarcastic,Dissapointed,Hopeful,Amazed,Other,None,Classifier
Today's attendance: 8060 (124 visitors) - Thank you once again for your fantastic support. #TeamLincoln,,,,,,,,,,,,,x,,,,,,,,w
With impending nuclear war - I always thought the apocalypse would have more articulate spokesmen.  #disappoint,,,,,,,,,,,,,,x,,x,,,,,w
"RT @itsjaeminday: - Happy Birthday to the king of aegyo! We will always be waiting for you! ❤️
#HappyJaeminDay ",x,x,,,,,,,,,,,,,,,,,,,w
"RT @vineofserie: theo raken 
- we all love him &amp; hate him at the same time
- best bad guy of the show
- so hot 
- became good and sa… ",x,,,,,,,,,,,,,,,,,,,,w
RT @Kitchnbutterfly: @EatDrinkLagos So yes coming your way - over delicious plates and sturvessssssssssssssssss. Be excited people!,,,,,,,,,,x,,,,,,,,,,,w
Erotic Stories : Too Hot To Be A Wife: A Wo... by Isabella Pearls  -   ADULT ONLY,,,,,,,,,,,,,,,,,,,,x,w
RT @SenWarren: Racism bigotry &amp; hate are wrong - in Charlottesville &amp; anywhere else in this country. We should be a better people than tha…,,,,x,,,,,,,,,,,,x,,,,,w
A bank is a place that will lend you money if you can prove that you don't need it. - Bob Hope,,,,,,,x,,,,x,,,,,,,,,,w
"Oh yes. That ol' chestnut. 

The nonsensical twattery of people claiming to stand up against 'cultural marxism'   -… ",,,,x,,,,,,,,,,x,,,,,,,w
A paradox? Trump is telling nuclear target about natural beauty of nuclear target.,,,,,,,,x,,,,,,x,,,,,,,w
"RT @Guxxi_Mong: JK&amp;SUGA -
""We returned from the sea when we were alone""",,,,,,,,,,,x,,,,,,,,,,w
"Colourful street in Benamargosa - pretty as a picture!

#Benamargosa #Axarquia #Malaga #Andalucia ",,x,,,,,,,,,,,,,,,,,,,w
THIS EVIL DISGUSTS ME!,,,,x,,,,,,,,,,,,x,,,,,w
my temper is so bad. &amp; i get mad entirely too fast. anything &amp; everything PISSES ME OFF.,,,,x,,,,,,,,,,x,,,,,,,wv
"I don't mess w/ those ""....in your dms bc I'm bored"" kinda niggas.",,,,,,,,,,,,,,,,,,,,,
@FOXSoccer really need your help hitting my retweet challenge. 😊🇨🇦 for a signed Jay Chapman jersey. I'm at 416/1000… https://t.co/ujTpTtm2Py,,,,,,,,,,,,,,,,,,,,,
Church's the shit... https://t.co/SK3YCf4SfF,,,,,,,,,,,,,,,,,,,,,
@nerdygrrl I did use frozen corn it was thawed but definitely still cold. Would that have done it?,,,,,,,,,,,,,,,,,,,,,
Victorville could burn to the ground and I wouldn't budge,,,,,,,,,,,,,,,,,,,,,
"Hereeeeeeee I ammmmmmmm
Perfect as I'm ever gonna beeeee
@ashleesimpson",,,,,,,,,,,,,,,,,,,,,
Twenty in a Chevy on a two lane was never so hot @coleswindell Snapchat late at night always.,,,,,,,,,,,,,,,,,,,,,
"""ER request denied"" https://t.co/iAgvwHLhkK",,,,,,,,,,,,,,,,,,,,,
The fact that you all the way in Haiti tryna get Pangea shut down blows me 😂😂😂 https://t.co/QI23Dl0WiB,,,,,,,,,,,,,,,,,,,,,
I swear I would've shot that cracker if i was rosa parks,,,,,,,,,,,,,,,,,,,,,
"Mom and I ""pregame"" for Disney by listening to a Disney mixtape full of all the good movie songs whilst on our way to Disney😂😂",,,,,,,,,,,,,,,,,,,,,
Any problem that she got bitch I got it too,,,,,,,,,,,,,,,,,,,,,
"Imma keep it real with you chief 

I'm lil sleepy",,,,,,,,,,,,,,,,,,,,,
@Wizdommm_ I'm waiting for Jeremy you better be ready when I get there,,,,,,,,,,,,,,,,,,,,,
Want to talk with someone who studied at @GA  or at coding schools in New York. DM me. Coffee on me.,,,,,,,,,,,,,,,,,,,,,
Heating up @ Chicago Illinois https://t.co/6lVT5ceyiQ,,,,,,,,,,,,,,,,,,,,,
Don't tell your motherrr,,,,,,,,,,,,,,,,,,,,,
by the time y'all hop on our wave we already surfing another beach.,,,,,,,,,,,,,,,,,,,,,
we dead don't deserve dogs smh. https://t.co/38gDXij7jd,,,,,,,,,,,,,,,,,,,,,
(IG)@i_luv_quotes330 / 2 TAKE A CHANCE &amp; RISK IT.BY OPENIN UP 2 U! ESPECIALLY AFTER A NITE MARE ON ELM  STREET RELA… https://t.co/INNQKubZRb,,,,,,,,,,,,,,,,,,,,,
So which one of y'all is talking about me?! https://t.co/RKiMR5Hv2r,,,,,,,,,,,,,,,,,,,,,
Going to swim with my sister.,,,,,,,,,,,,,,,,,,,,,
there will be rain next time i see a shirtless pic of jonah (; .. HAHHAHAHAHA PMG https://t.co/uGGeRYjnsn,,,,,,,,,,,,,,,,,,,,,
YES! The rumors are true! You CAN eat delicious food and enjoy fantastic beverages AND help… https://t.co/x3eoa1c2pf,,,,,,,,,,,,,,,,,,,,,
You know how you see those quotes of people just letting others out of their lives?,,,,,,,,,,,,,,,,,,,,,
"""Are you proud to be a gladiator? Yes we are!"" #TheWorkIsWorthIt… https://t.co/ocnCem1bgU",,,,,,,,,,,,,,,,,,,,,
@MeganWattles Nope. We think that you're asking for all the right things. Has anybody come through yet?,,,,,,,,,,,,,,,,,,,,,
YALLLLLL TWITTER FINGERSSSSSSS.,,,,,,,,,,,,,,,,,,,,,
If She Can't Stay Down When You Going Through It Fuck The Bitch My Nigga 🖕🏾✌🏾,,,,,,,,,,,,,,,,,,,,,
Or maybe he just don't fuck witchu https://t.co/coa6XqETg8,,,,,,,,,,,,,,,,,,,,,
"@ThomasSanders My puppy just woke up and her first words were ""Thomas and Joan? In LA?! When can I meet them?"" https://t.co/B9rk3dc8Jp",,,,,,,,,,,,,,,,,,,,,
@paulito_bk I know you aren't talking,,,,,,,,,,,,,,,,,,,,,
@baddestputa___ Almost told you something,,,,,,,,,,,,,,,,,,,,,
Movin w a thotty tryna fuck me for my cloutyy,,,,,,,,,,,,,,,,,,,,,
@JeremyBeau And because of what you said in the beginning of the video about the DMs makes me feel like you really live your fans,,,,,,,,,,,,,,,,,,,,,
dex &amp; uzi only because his concerts be looking tooooooo litty https://t.co/XA0R1wj3to,,,,,,,,,,,,,,,,,,,,,
Mom &amp; Madi day in the city.. 1st stop @randy_gilson thanks for the… https://t.co/NMDwGdxq5V,,,,,,,,,,,,,,,,,,,,,
I don't have extras,,,,,,,,,,,,,,,,,,,,,
Ima take my time and do this right,,,,,,,,,,,,,,,,,,,,,
@IndiALAjones @MajicAfro I mean I do need new work out gear. I can see us next to each other at the gym in the same… https://t.co/RO8Gh9hFrW,,,,,,,,,,,,,,,,,,,,,
@dagnybrynjars led all players with 95% Passing Accuracy after 45 minutes #BAONPDX #NWSLonLIFETIME,,,,,,,,,,,,,,,,,,,,,
@JazzyJaeee Yeah fam,,,,,,,,,,,,,,,,,,,,,
Beau and Lefty respond to this please. https://t.co/j4IoVtBGlC,,,,,,,,,,,,,,,,,,,,,
@SIJFG To keep him safe from?? Just want to know what's happening,,,,,,,,,,,,,,,,,,,,,
Khloe Kardashian the hotter version of Shrek,,,,,,,,,,,,,,,,,,,,,
@Blasian903 babyyyyyyy,,,,,,,,,,,,,,,,,,,,,
Still today @TheCarniesTN are best unsigned tag team anywhere.,,,,,,,,,,,,,,,,,,,,,
i do what i want  who i want  when i want  get it ?,,,,,,,,,,,,,,,,,,,,,
I swearrrrrr https://t.co/5s2p38BI6w,,,,,,,,,,,,,,,,,,,,,
The best https://t.co/TrLWwwfJSB,,,,,,,,,,,,,,,,,,,,,
im just gonna rock the beads today 🤷🏽‍♀️😂,,,,,,,,,,,,,,,,,,,,,
Best surprise I ever received https://t.co/HlJOfb7L3I,,,,,,,,,,,,,,,,,,,,,
"@kelseymsutton @DavidUberti Also just not ""Slate-y"": challenging capital standing up for worker rights moving tow… https://t.co/1Q3NHk0MxD",,,,,,,,,,,,,,,,,,,,,
@lana_rain or a Ten. u told me to always ask questions🤡,,,,,,,,,,,,,,,,,,,,,
This one is for my fans and Haters.. Enjoy! #LoUdLifeCrew #SwizZyB #HipHop #Spotify #Rapper #Rap #Indie,,,,,,,,,,,,,,,,,,,,,
The fastest men in the world are VFL,,,,,,,,,,,,,,,,,,,,,
@GordonRamsay has me so weak right now,,,,,,,,,,,,,,,,,,,,,
@Just_JD38 @jodaws93 @trajan_lands Here is my resumé. Sign me!,,,,,,,,,,,,,,,,,,,,,
Mooneyham: WWE’s latest love child ‘Angle’ soap opera-worthy  via @postandcourier #MooneyhamColumn #WWE,,,,,,,,,,,,,,,,,,,,,
stop smoking blacks and molds,,,,,,,,,,,,,,,,,,,,,
Aaron Luster welcomes back the legendary Lone Wolf print showcased in a lightweight nylon bomber…,,,,,,,,,,,,,,,,,,,,,
@HITOFURl say hi to her she will block you,,,,,,,,,,,,,,,,,,,,,
"Getting closer as the day goes by...
#chupenomas ",,,,,,,,,,,,,,,,,,,,,
Hey guys!! Anyone have a ticket for @Skrillex tonight? I have a friend from Houston wanting to go!! Please and thank you tons!,,,,,,,,,,,,,,,,,,,,,
@HeckAwesome @ResourceCHS @SOC54 @michelelkelly @LoraGreen521 @laurie_azzi Hey do y'all #follow each other?,,,,,,,,,,,,,,,,,,,,,
Gatlin with the 100 meter gold #London2017,,,,,,,,,,,,,,,,,,,,,
Okay y'all we should start promoting Camilas songs on Snapchat local stories bc a bunch of people actually watch.,,,,,,,,,,,,,,,,,,,,,
@BellatrixCarrie Carrie  admit that you would fuck Fonsi.,,,,,,,,,,,,,,,,,,,,,
Colored home jerseys &lt;,,,,,,,,,,,,,,,,,,,,,
@TEN_GOP @Nurse_Nett The establishment &amp; deep state want the corruption - &amp; big pay offs to continue!!,,,,,,,,,,,,,,,,,,,,,
worried about the wrong things pimp,,,,,,,,,,,,,,,,,,,,,
@ukee4lyfe so u r EW's hoe🐒,,,,,,,,,,,,,,,,,,,,,
@TheFBBible TOLD YALL,,,,,,,,,,,,,,,,,,,,,
Copped,,,,,,,,,,,,,,,,,,,,,
Bruhhhhhhh @KingBach a fool 😂😂😂,,,,,,,,,,,,,,,,,,,,,
"Jason.
Friend. Lover of Cats. Musician. Comedian.

Morning lattes are always better when this… ",,,,,,,,,,,,,,,,,,,,,
@e_weaver_12 does that make me cool 😎,,,,,,,,,,,,,,,,,,,,,
Bolt's 1st ever 100 loss at this level,,,,,,,,,,,,,,,,,,,,,
c/o 2018 guard @FordeMalikk visited Belmont Abbey today for their Elite Skills Camp!!,,,,,,,,,,,,,,,,,,,,,
"#afrostraight with a #5x5laceclosure 
 
#GlamMoreGirlsRock @ Charlotte… ",,,,,,,,,,,,,,,,,,,,,
I swear we are mature adults. But also Legends of the Hidden Temple rules!!! @ Point Pleasant…,,,,,,,,,,,,,,,,,,,,,
@cartoonfuntime @zoemossart We love you as much as Tails if not more!,,,,,,,,,,,,,,,,,,,,,
@daniscoville I read this as a teenager!,,,,,,,,,,,,,,,,,,,,,
I could sing to Madelyn all day.,,,,,,,,,,,,,,,,,,,,,
Need a good and lasting lip gloss.,,,,,,,,,,,,,,,,,,,,,
@matt_thorn_en @WiseGuy_wes27 Oy. I believe it. 😔,,,,,,,,,,,,,,,,,,,,,
When it's my dude @Eccentrik_ 's birthday,,,,,,,,,,,,,,,,,,,,,
Aidan and mommy. #selfietime @ Rockville Centre Recreation Center,,,,,,,,,,,,,,,,,,,,,
Alright got all these parties out the way 😅 now I have to go home and clean fml,,,,,,,,,,,,,,,,,,,,,
@theteeb he's been on fire since the let go of Miggy.,,,,,,,,,,,,,,,,,,,,,
"""wow you're starting to show"" umm no... I just ate &amp; my teeshirt is bulged out",,,,,,,,,,,,,,,,,,,,,
#despacito at #metrocon2017 #metrocon #anime #blah @ METROCON **Official**,,,,,,,,,,,,,,,,,,,,,
Everybody Wants Some: #TheAtomicPunks 2nite at @SaintRocke with #MovingPictures &amp; #Stranglehold.…,,,,,,,,,,,,,,,,,,,,,
Das my whodie,,,,,,,,,,,,,,,,,,,,,
Wackest part bout being across the country is the girl you want being in Ohio 🤦🏾‍♂️,,,,,,,,,,,,,,,,,,,,,
"@SXMTheHighway it would mean the world to me if y'all played ""Are You With Me"" by Easton Corbin on the radio",,,,,,,,,,,,,,,,,,,,,
It's funny to me how these young cats think the way to keeping a woman wet for them is licking 🐱 #manboys,,,,,,,,,,,,,,,,,,,,,
Um... this #formula4 has paddle shift☝️it probably solves blisters…,,,,,,,,,,,,,,,,,,,,,
Just posted a photo @ Wildwood Beach &amp; Boardwalk,,,,,,,,,,,,,,,,,,,,,
Niggas be real life inforants,,,,,,,,,,,,,,,,,,,,,
The mean streets of DC are tough on a fake mouse. @ Belmont-Paul Women's Equality National Monument,,,,,,,,,,,,,,,,,,,,,
Deadass got laughed at doing this shit 3 months ago. Don't regret shit tho,,,,,,,,,,,,,,,,,,,,,
who am I? @ Edgewater Antique Mall,,,,,,,,,,,,,,,,,,,,,
Two Godly men. Father and son. Nothing like it. #Legacy,,,,,,,,,,,,,,,,,,,,,
@dbeltwrites In honor of #OneWayTicket coming out you should post your nudes .. just to celebrate 👀 lol just kidding,,,,,,,,,,,,,,,,,,,,,
To the pseudo Patron Saint of Glam Rock St. Ziggy Stardust I faux…,,,,,,,,,,,,,,,,,,,,,
Snacks always snacks,,,,,,,,,,,,,,,,,,,,,
Maybe we are doing a bit scientific research.,,,,,,,,,,,,,,,,,,,,,
"Provo today. 
Park City tomorrow.",,,,,,,,,,,,,,,,,,,,,
@JacobisGOAT What a qt,,,,,,,,,,,,,,,,,,,,,
Ayyeeee new lock screen,,,,,,,,,,,,,,,,,,,,,
Just touched down in the Sunshine State...,,,,,,,,,,,,,,,,,,,,,
H/D™  PC: @alavere26 @ Hyannis Yacht Club,,,,,,,,,,,,,,,,,,,,,
Preachhhhhh,,,,,,,,,,,,,,,,,,,,,
I THINK ITS REALLY CRIMINAL AND OFFENSIVE OF SCHOOL MATES I SORT OF K.I.T. STALKING ME IN VIRGINIA KNOWINGLY AND NOT SAYING HELLO.,,,,,,,,,,,,,,,,,,,,,
My art 🎨,,,,,,,,,,,,,,,,,,,,,
I'm triggered,,,,,,,,,,,,,,,,,,,,,
My goalsss 😘❤,,,,,,,,,,,,,,,,,,,,,
My tag line for my 30s: Reclusive and Exclusive,,,,,,,,,,,,,,,,,,,,,
Stepped out the car and I roasted  I'm home&lt;3,,,,,,,,,,,,,,,,,,,,,
They look high as fuck. That's so cute.,,,,,,,,,,,,,,,,,,,,,
"Maybe people don't like me cuz I say stuff like ""gee wiz"" or ""spiders are really alien surveillance systems""",,,,,,,,,,,,,,,,,,,,,
i need a gym buddy,,,,,,,,,,,,,,,,,,,,,
Word Bird #visit #the #now @ Word Revolt,,,,,,,,,,,,,,,,,,,,,
We decided to throw some #dillybeans &amp; #refrigeratorpickles in the mix for our food processing…,,,,,,,,,,,,,,,,,,,,,
@mia_vengeance75 how are ya'll holding up,,,,,,,,,,,,,,,,,,,,,
Tekno also has made it to the very short list of Nigerians I don't slander 😂,,,,,,,,,,,,,,,,,,,,,
Mitchell thrown out trying to steal second to end the inning. Irish coming to bat down 1-0 in the bottom of the 3rd.,,,,,,,,,,,,,,,,,,,,,
Need some Dickfila 😴,,,,,,,,,,,,,,,,,,,,,
Couldn't figure out who this was but he sounded good. @ Osheaga,,,,,,,,,,,,,,,,,,,,,
I'm at Mercedes-Benz Stadium - @mbstadium in Atlanta GA,,,,,,,,,,,,,,,,,,,,,
@Karamplay25 I'd disagree. He's analogies are way too long and sometimes don't even relate to what he's talking about.,,,,,,,,,,,,,,,,,,,,,
coming from their deep-ass introspective meanings in their songs and their abstract-as-fuck music videos it's hard to argue.,,,,,,,,,,,,,,,,,,,,,
I'mDemocraticSocialist by issues. HoweverI'm put off by vitriol spewed by manyBerniecrats&amp;inflexibility to point of allowing a Trump win.,,,,,,,,,,,,,,,,,,,,,
@Colleen0113 @tedlieu @SenMarkey @POTUS 🇺🇸 Need to Demand that Civics Am History &amp; Gov be Taught in High School &amp;…,,,,,,,,,,,,,,,,,,,,,
gracelowland in the teacher zone ❤️🎼❤️ @ Christ Lutheran Church,,,,,,,,,,,,,,,,,,,,,
@ANHQDC More of Rick Leventhal please.   So much more depth to him than Eric Shawn.  Sorry!,,,,,,,,,,,,,,,,,,,,,
We got first 48 in mobile 😂,,,,,,,,,,,,,,,,,,,,,
@runlikeagrrl Well then. It's a system like all systems where $ walks. Does Nike endorse Gatlin? why would they if no one likes him?,,,,,,,,,,,,,,,,,,,,,
Oh hey look at these weiners who just ate a whole bunch of cookie dough but then also stumbled…,,,,,,,,,,,,,,,,,,,,,
@MelanieLBBH disappeared and I miss her :/,,,,,,,,,,,,,,,,,,,,,
all the people that have to appeal to the business school,,,,,,,,,,,,,,,,,,,,,
y'all😭😭,,,,,,,,,,,,,,,,,,,,,
Neighbors have given us a closer look. Deputies say after the plane crashed the man crawled toward the road for he…,,,,,,,,,,,,,,,,,,,,,
Iont hear what no peon say,,,,,,,,,,,,,,,,,,,,,
@scottIang Background Noise written and directed by Terrence Malick,,,,,,,,,,,,,,,,,,,,,
#EatMyPants new meaning,,,,,,,,,,,,,,,,,,,,,
Goddddddd those were good! *toots horn*,,,,,,,,,,,,,,,,,,,,,
Don't wanna pack 🤦🏻‍♀️🤦🏻‍♀️,,,,,,,,,,,,,,,,,,,,,
@Fonrozay_ Don't ignore it. Praise it. It's 2017. I'm self sufficient lol,,,,,,,,,,,,,,,,,,,,,
Just made an iced coffee because I didn't want to get ready to go get one.,,,,,,,,,,,,,,,,,,,,,
@Pinche_Pi @cheeseheadlucy  I think Lincoln would carry that title followed closely by J QAdams: learn a bit of history before you pronounce,,,,,,,,,,,,,,,,,,,,,
I'm triggered,,,,,,,,,,,,,,,,,,,,,
I've been looking forward to this all week 😿😿😿,,,,,,,,,,,,,,,,,,,,,
@MikeEmanuelFox @FoxNews Will provide easy quick access to better quality care with lower premium costs lower and…,,,,,,,,,,,,,,,,,,,,,
@amymarieg Hey no problem. Just keep doing what you do ❤️,,,,,,,,,,,,,,,,,,,,,
#US #nipples adult #zoosk #fetish pussyfuck #incall #cambabe butt #kik #photography,,,,,,,,,,,,,,,,,,,,,
Shawn accounts living in Chicago dm me I need friends,,,,,,,,,,,,,,,,,,,,,
@Wolfenhaus I can’t quit you Wolfie! 😘,,,,,,,,,,,,,,,,,,,,,
I have a new #Instagram to post this stupid stuff to. Check it out: @mcgillshorts #funnyvids,,,,,,,,,,,,,,,,,,,,,
I have to make this #UberEATS food delivery but first let me take a #selfie,,,,,,,,,,,,,,,,,,,,,
Where the 80s babies at?,,,,,,,,,,,,,,,,,,,,,
"Dedicated to my all time favorite @SalineSchools bus driver Dan Campbell: ""Come Drive the Bus!"" #drivingSaline ",,,,,,,,,,,,,,,,,,,,,
I should be a detective,,,,,,,,,,,,,,,,,,,,,
@GChrisB1990 @KevinLeeShaw2 But this is going 2 show u to really appreciate. Even tho u may have b4 this is going 2 teach u something,,,,,,,,,,,,,,,,,,,,,
The beginning of the end.✅⚽️💙 @ Millersburg Pennsylvania,,,,,,,,,,,,,,,,,,,,,
"""Don't let someone push you around. If they do just fuck em up"" #wisewords ya boy @BrandonConner44 spreadin knowledge",,,,,,,,,,,,,,,,,,,,,
Finally got a chance to try a bowl of ramen from Momofuku in NYC - definitely with the wait! @…,,,,,,,,,,,,,,,,,,,,,
RnB fiend..thats just me,,,,,,,,,,,,,,,,,,,,,
This!,,,,,,,,,,,,,,,,,,,,,
My Filipino friend was right that consumer rules in good businesses.,,,,,,,,,,,,,,,,,,,,,
Just posted a video @ Barataria Louisiana,,,,,,,,,,,,,,,,,,,,,
24 hour fitness today/tonight anyone ??,,,,,,,,,,,,,,,,,,,,,
"Little #trailrun this morning
We ran the Ridge to Blazing Ridge course with the added stop at… ",,,,,,,,,,,,,,,,,,,,,
This is actually me wtf,,,,,,,,,,,,,,,,,,,,,
"We are ""SO"" proud of Ziggy! Ziggy went down the isle at his parents wedding flawlessly… ",,,,,,,,,,,,,,,,,,,,,
"Every song I've ever written has just been a variation on Michelle Branch's ""Hotel Paper.""",,,,,,,,,,,,,,,,,,,,,
@_joshburgess @kentcdodds @reactiveIntent @probablyup @reactjs *aimed at React,,,,,,,,,,,,,,,,,,,,,
@URBANGELINA I'll help,,,,,,,,,,,,,,,,,,,,,
1 microwave minute = 1 literal lifetime,,,,,,,,,,,,,,,,,,,,,
"""Bro Usain just took an L""

Me: ",,,,,,,,,,,,,,,,,,,,,
You made a couple chops &amp; now you think you Chapo,,,,,,,,,,,,,,,,,,,,,
Stephen Miller under consideration for WH Communications Director which shouldn't surprise anyone because he even l…,,,,,,,,,,,,,,,,,,,,,
When the side effects of your anti-biotics are the same as the symptoms of the illness they are supposed to cure.…,,,,,,,,,,,,,,,,,,,,,
SWEAR MY LOYALTY UNMATCHABLE. ⚡️⚡️⚡️,,,,,,,,,,,,,,,,,,,,,
my favorite celeb friendship since day one,,,,,,,,,,,,,,,,,,,,,
@BrandonsNotShit @Barakavelli Lol dawg,,,,,,,,,,,,,,,,,,,,,
Notice how she gas a tatoo like Tommy's Girl on the upper arm a coppycat.,,,,,,,,,,,,,,,,,,,,,
C O U T H I N N O,,,,,,,,,,,,,,,,,,,,,
Brother 🙏🏼💯 @guerovx,,,,,,,,,,,,,,,,,,,,,
Did you all know that today is national disc golf day? Did you also know that Woodland Park is close by LIV &amp; Ident…,,,,,,,,,,,,,,,,,,,,,
@JesusEGladio . Please please! I need to know to meet someday not now and to talk with Lia Valentine SSSNIPERWOLF message texts.,,,,,,,,,,,,,,,,,,,,,
@FreeMeFromPC @jdshantz @KatiaB333 The supposed 'white genocide' was planned before the 60's? By whom? Name names.,,,,,,,,,,,,,,,,,,,,,
@juliafischerrr i may have a vagina but please refer to me as a dragon thanks,,,,,,,,,,,,,,,,,,,,,
@JakiDash there is no particular reason I need to know this but what is Fang's artisan skill?,,,,,,,,,,,,,,,,,,,,,
The perks of an empty lab: Sara can FaceTime &amp; I can pretend to understand what she's telling me.,,,,,,,,,,,,,,,,,,,,,
@MonaLiNYC @InHollywoodland WHAT,,,,,,,,,,,,,,,,,,,,,
Molly's sleepy fans! @ House of Blues Las Vegas,,,,,,,,,,,,,,,,,,,,,
Were u mad tho,,,,,,,,,,,,,,,,,,,,,
@Knicks_Feed @SofiyaGold lol cute no?,,,,,,,,,,,,,,,,,,,,,
I need more friends like you.,,,,,,,,,,,,,,,,,,,,,
y'all ever seen a Chris brown performance that made grown men cry &amp; faint???? Don't worry I'll wait.,,,,,,,,,,,,,,,,,,,,,
If niggas is fake I'm calling them out on it 2017 I've already pulled some cards,,,,,,,,,,,,,,,,,,,,,
Damn like that tho,,,,,,,,,,,,,,,,,,,,,
@BBhuttoZardari thinks that since he is 30 yrs old. He can wait until all his rivals r too old to give him a tough time. So PM but when?,,,,,,,,,,,,,,,,,,,,,
@MaterialWitch Omg I hated white Mustang 😂😂 that's probably why I love Ultraviolence I'm a sucker for dark and broody music,,,,,,,,,,,,,,,,,,,,,
Is the shake machine working at Jack because I don't feel like driving over there just to be disappointed,,,,,,,,,,,,,,,,,,,,,
Oh #nuthin #justhanging with my #little #munchkin #friends @ Union Market DC,,,,,,,,,,,,,,,,,,,,,
and fucking @ me either,,,,,,,,,,,,,,,,,,,,,
It's Military Appreciation night at #Ravens open stadium practice from 6-9. Admission is free &amp; service members hav…,,,,,,,,,,,,,,,,,,,,,
@DaGiltyMan You look like you're in Metal Gear Solid.,,,,,,,,,,,,,,,,,,,,,
my mother isn't mad at me any more just concermed,,,,,,,,,,,,,,,,,,,,,
I just learned that this year pray for me y'all. And stay woke. People out there going hard for themselves and wil…,,,,,,,,,,,,,,,,,,,,,
Second year in a row. 🤙🏼 @ Osheaga,,,,,,,,,,,,,,,,,,,,,
I'm late af but you highkey corny,,,,,,,,,,,,,,,,,,,,,
Bellinger what a guy👏🏼👏🏼👏🏼👏🏼,,,,,,,,,,,,,,,,,,,,,
#SocaSaturday 💃🏽💃🏽💃🏽 @ California,,,,,,,,,,,,,,,,,,,,,
Throwing this out again. Anyone have 1 extra for my dear friend @SamTimberg tonight? Anywhere in the building! Thanks!,,,,,,,,,,,,,,,,,,,,,
